time_s,reference_rad_s,pid_speed_rad_s,ml_speed_rad_s,pid_voltage_v,ml_voltage_v,disturbance_torque_nm
4.91,1,1.00001,1.00001,10.01,10.01,0
4.92,1,1.00001,1.00001,10.01,10.01,0
4.93,1,1.00001,1.00001,10.01,10.01,0
4.94,1,1.00001,1.00001,10.01,10.01,0
4.95,1,1.00001,1.00001,10.01,10.01,0
4.96,1,1.00001,1.00001,10.01,10.01,0
4.97,1,1.00001,1.00001,10.01,10.01,0
4.98,1,1.00001,1.00001,10.01,10.01,0
4.99,1,1.00001,1.00001,10.01,10.01,0
5,1,1.00001,1.00001,10.01,10.01,0.002
5.01,1,0.998102,0.998102,10.1972,10.2166,0.002
5.02,1,0.996398,0.9964,10.2132,10.2311,0.002
5.03,1,0.994892,0.994899,10.2262,10.2424,0.002
5.04,1,0.993568,0.993583,10.2377,10.2523,0.002
5.05,1,0.992411,0.992435,10.2479,10.261,0.002
5.06,1,0.991404,0.99144,10.257,10.2687,0.002
5.07,1,0.990536,0.990584,10.2649,10.2753,0.002
5.08,1,0.989793,0.989854,10.2717,10.281,0.002
5.09,1,0.989164,0.989238,10.2777,10.2859,0.002
5.1,1,0.98864,0.988727,10.2828,10.29,0.002
5.11,1,0.988209,0.988309,10.2872,10.2935,0.002
5.12,1,0.987863,0.987976,10.2909,10.2963,0.002
5.13,1,0.987594,0.987719,10.2939,10.2986,0.002
5.14,1,0.987395,0.987531,10.2963,10.3004,0.002
5.15,1,0.987258,0.987404,10.2983,10.3017,0.002
5.16,1,0.987177,0.987333,10.2997,10.3025,0.002
5.17,1,0.987146,0.987311,10.3008,10.3031,0.002
5.18,1,0.98716,0.987333,10.3015,10.3032,0.002
5.19,1,0.987213,0.987394,10.3018,10.3031,0.002
5.2,1,0.987302,0.98749,10.3018,10.3028,0.002
5.21,1,0.987422,0.987615,10.3015,10.3021,0.002
5.22,1,0.98757,0.987768,10.301,10.3013,0.002
5.23,1,0.987741,0.987943,10.3003,10.3003,0.002
5.24,1,0.987934,0.988138,10.2994,10.2992,0.002
5.25,1,0.988144,0.988351,10.2984,10.2979,0.002
5.26,1,0.98837,0.988578,10.2971,10.2965,0.002
5.27,1,0.988608,0.988818,10.2958,10.2949,0.002
5.28,1,0.988858,0.989067,10.2943,10.2933,0.002
5.29,1,0.989116,0.989325,10.2928,10.2917,0.002
5.3,1,0.989381,0.98959,10.2912,10.2899,0.002
5.31,1,0.989652,0.989859,10.2895,10.2881,0.002
5.32,1,0.989927,0.990132,10.2877,10.2863,0.002
5.33,1,0.990204,0.990407,10.286,10.2844,0.002
5.34,1,0.990483,0.990684,10.2841,10.2826,0.002
5.35,1,0.990763,0.99096,10.2823,10.2807,0.002
5.36,1,0.991042,0.991236,10.2804,10.2788,0.002
5.37,1,0.99132,0.99151,10.2786,10.2769,0.002
5.38,1,0.991596,0.991782,10.2767,10.275,0.002
5.39,1,0.99187,0.992052,10.2748,10.2732,0.002
5.4,1,0.99214,0.992317,10.273,10.2713,0.002
5.41,1,0.992406,0.992579,10.2711,10.2695,0.002
5.42,1,0.992669,0.992837,10.2693,10.2677,0.002
5.43,1,0.992927,0.99309,10.2675,10.2659,0.002
5.44,1,0.99318,0.993339,10.2657,10.2641,0.002
5.45,1,0.993428,0.993582,10.264,10.2624,0.002
5.46,1,0.99367,0.99382,10.2622,10.2607,0.002
5.47,1,0.993907,0.994052,10.2605,10.259,0.002
5.48,1,0.994139,0.994278,10.2589,10.2574,0.002
5.49,1,0.994365,0.994499,10.2572,10.2558,0.002
5.5,1,0.994585,0.994714,10.2556,10.2543,0.002
5.51,1,0.994799,0.994923,10.2541,10.2527,0.002
5.52,1,0.995007,0.995127,10.2526,10.2513,0.002
5.53,1,0.995209,0.995324,10.2511,10.2498,0.002
5.54,1,0.995405,0.995516,10.2496,10.2484,0.002
5.55,1,0.995595,0.995701,10.2482,10.2471,0.002
5.56,1,0.99578,0.995881,10.2468,10.2457,0.002
5.57,1,0.995958,0.996055,10.2455,10.2444,0.002
5.58,1,0.996131,0.996224,10.2442,10.2432,0.002
5.59,1,0.996298,0.996387,10.243,10.242,0.002
5.6,1,0.99646,0.996544,10.2417,10.2408,0.002
5.61,1,0.996616,0.996697,10.2406,10.2397,0.002
5.62,1,0.996766,0.996843,10.2394,10.2385,0.002
5.63,1,0.996912,0.996985,10.2383,10.2375,0.002
5.64,1,0.997052,0.997122,10.2372,10.2364,0.002
5.65,1,0.997187,0.997253,10.2362,10.2354,0.002
5.66,1,0.997317,0.99738,10.2352,10.2345,0.002
5.67,1,0.997443,0.997502,10.2342,10.2335,0.002
5.68,1,0.997563,0.99762,10.2332,10.2326,0.002
5.69,1,0.997679,0.997733,10.2323,10.2317,0.002
5.7,1,0.997791,0.997842,10.2315,10.2309,0.002
5.71,1,0.997898,0.997946,10.2306,10.2301,0.002
5.72,1,0.998001,0.998047,10.2298,10.2293,0.002
5.73,1,0.9981,0.998143,10.229,10.2285,0.002
5.74,1,0.998195,0.998236,10.2282,10.2278,0.002
5.75,1,0.998287,0.998325,10.2275,10.2271,0.002
5.76,1,0.998374,0.99841,10.2268,10.2264,0.002
5.77,1,0.998458,0.998492,10.2261,10.2258,0.002
5.78,1,0.998538,0.998571,10.2255,10.2251,0.002
5.79,1,0.998615,0.998646,10.2248,10.2245,0.002
5.8,1,0.998689,0.998718,10.2242,10.2239,0.002
5.81,1,0.99876,0.998787,10.2236,10.2234,0.002
5.82,1,0.998827,0.998853,10.2231,10.2228,0.002
5.83,1,0.998892,0.998916,10.2225,10.2223,0.002
5.84,1,0.998954,0.998977,10.222,10.2218,0.002
5.85,1,0.999013,0.999034,10.2215,10.2213,0.002
5.86,1,0.99907,0.99909,10.221,10.2209,0.002
5.87,1,0.999124,0.999142,10.2205,10.2204,0.002
5.88,1,0.999175,0.999193,10.2201,10.22,0.002
5.89,1,0.999225,0.999241,10.2197,10.2196,0.002
5.9,1,0.999272,0.999287,10.2193,10.2192,0.002
5.91,1,0.999317,0.999331,10.2189,10.2188,0.002
5.92,1,0.999359,0.999373,10.2185,10.2184,0.002
5.93,1,0.9994,0.999413,10.2181,10.2181,0.002
5.94,1,0.999439,0.999451,10.2178,10.2177,0.002
5.95,1,0.999476,0.999488,10.2174,10.2174,0.002
5.96,1,0.999511,0.999522,10.2171,10.2171,0.002
5.97,1,0.999545,0.999555,10.2168,10.2168,0.002
5.98,1,0.999577,0.999586,10.2165,10.2165,0.002
5.99,1,0.999607,0.999616,10.2162,10.2162,0.002
6,1,0.999636,0.999645,10.2159,10.2159,0.002
6.01,1,0.999663,0.999672,10.2157,10.2157,0.002
6.02,1,0.99969,0.999697,10.2154,10.2154,0.002
6.03,1,0.999714,0.999722,10.2152,10.2152,0.002
6.04,1,0.999738,0.999745,10.215,10.215,0.002
6.05,1,0.99976,0.999767,10.2147,10.2148,0.002
6.06,1,0.999781,0.999788,10.2145,10.2146,0.002
6.07,1,0.999801,0.999808,10.2143,10.2144,0.002
6.08,1,0.99982,0.999826,10.2141,10.2142,0.002
6.09,1,0.999838,0.999844,10.2139,10.214,0.002
6.1,1,0.999855,0.999861,10.2138,10.2138,0.002
6.11,1,0.999871,0.999877,10.2136,10.2137,0.002
6.12,1,0.999886,0.999892,10.2134,10.2135,0.002
6.13,1,0.999901,0.999906,10.2133,10.2133,0.002
6.14,1,0.999914,0.99992,10.2131,10.2132,0.002
6.15,1,0.999927,0.999932,10.213,10.213,0.002
6.16,1,0.999939,0.999944,10.2128,10.2129,0.002
6.17,1,0.999951,0.999955,10.2127,10.2128,0.002
6.18,1,0.999961,0.999966,10.2126,10.2127,0.002
6.19,1,0.999971,0.999976,10.2125,10.2125,0.002
6.2,1,0.999981,0.999985,10.2124,10.2124,0.002
6.21,1,0.99999,0.999994,10.2122,10.2123,0
6.22,1,1.0019,1.00191,10.025,10.0064,0
6.23,1,1.00361,1.00362,10.0088,9.99147,0
6.24,1,1.00513,1.00512,9.99576,9.97987,0
6.25,1,1.00646,1.00645,9.98412,9.96965,0
6.26,1,1.00762,1.0076,9.97382,9.96068,0
6.27,1,1.00863,1.0086,9.96472,9.95285,0
6.28,1,1.00951,1.00946,9.95674,9.94606,0
6.29,1,1.01025,1.0102,9.94978,9.9402,0
6.3,1,1.01089,1.01082,9.94374,9.93519,0
6.31,1,1.01142,1.01134,9.93854,9.93096,0
6.32,1,1.01185,1.01176,9.93412,9.92744,0
6.33,1,1.0122,1.01209,9.93039,9.92454,0
6.34,1,1.01247,1.01235,9.9273,9.92222,0
6.35,1,1.01268,1.01254,9.92479,9.92041,0
6.36,1,1.01282,1.01267,9.92279,9.91907,0
6.37,1,1.0129,1.01275,9.92127,9.91815,0
6.38,1,1.01293,1.01277,9.92018,9.91761,0
6.39,1,1.01292,1.01275,9.91946,9.9174,0
6.4,1,1.01287,1.01269,9.91909,9.91748,0
6.41,1,1.01278,1.0126,9.91903,9.91784,0
6.42,1,1.01266,1.01247,9.91924,9.91843,0
6.43,1,1.01252,1.01232,9.9197,9.91923,0
6.44,1,1.01235,1.01215,9.92038,9.92021,0
6.45,1,1.01216,1.01195,9.92125,9.92135,0
6.46,1,1.01195,1.01174,9.92228,9.92264,0
6.47,1,1.01172,1.01151,9.92347,9.92404,0
6.48,1,1.01148,1.01127,9.92478,9.92554,0
6.49,1,1.01123,1.01102,9.9262,9.92713,0
6.5,1,1.01098,1.01077,9.92772,9.9288,0
6.51,1,1.01071,1.0105,9.92932,9.93052,0
6.52,1,1.01044,1.01023,9.93098,9.9323,0
6.53,1,1.01017,1.00996,9.9327,9.93411,0
6.54,1,1.00989,1.00968,9.93446,9.93595,0
6.55,1,1.00961,1.00941,9.93626,9.93781,0
6.56,1,1.00933,1.00913,9.93808,9.93968,0
6.57,1,1.00905,1.00885,9.93992,9.94156,0
6.58,1,1.00877,1.00858,9.94176,9.94344,0
6.59,1,1.00849,1.00831,9.94361,9.94531,0
6.6,1,1.00822,1.00804,9.94546,9.94716,0
6.61,1,1.00795,1.00777,9.9473,9.94901,0
6.62,1,1.00768,1.00751,9.94913,9.95083,0
6.63,1,1.00742,1.00725,9.95094,9.95263,0
6.64,1,1.00716,1.00699,9.95274,9.95441,0
6.65,1,1.00691,1.00674,9.9545,9.95616,0
6.66,1,1.00666,1.0065,9.95625,9.95788,0
6.67,1,1.00642,1.00626,9.95796,9.95956,0
6.68,1,1.00618,1.00603,9.95965,9.96122,0
6.69,1,1.00594,1.0058,9.9613,9.96284,0
6.7,1,1.00572,1.00558,9.96292,9.96442,0
6.71,1,1.0055,1.00536,9.96451,9.96597,0
6.72,1,1.00528,1.00515,9.96605,9.96748,0
6.73,1,1.00507,1.00495,9.96757,9.96895,0
6.74,1,1.00487,1.00475,9.96904,9.97038,0
6.75,1,1.00467,1.00456,9.97048,9.97178,0
6.76,1,1.00448,1.00437,9.97189,9.97314,0
6.77,1,1.0043,1.00419,9.97325,9.97446,0
6.78,1,1.00412,1.00402,9.97458,9.97574,0
6.79,1,1.00394,1.00385,9.97587,9.97699,0
6.8,1,1.00377,1.00368,9.97712,9.97819,0
6.81,1,1.00361,1.00353,9.97834,9.97937,0
6.82,1,1.00345,1.00337,9.97951,9.9805,0
6.83,1,1.0033,1.00322,9.98066,9.9816,0
6.84,1,1.00316,1.00308,9.98176,9.98267,0
6.85,1,1.00302,1.00294,9.98284,9.9837,0
6.86,1,1.00288,1.00281,9.98388,9.9847,0
6.87,1,1.00275,1.00268,9.98488,9.98567,0
6.88,1,1.00262,1.00256,9.98585,9.9866,0
6.89,1,1.0025,1.00244,9.98679,9.9875,0
6.9,1,1.00238,1.00233,9.9877,9.98837,0
6.91,1,1.00227,1.00222,9.98857,9.98921,0
6.92,1,1.00216,1.00211,9.98942,9.99003,0
6.93,1,1.00206,1.00201,9.99024,9.99081,0
6.94,1,1.00196,1.00192,9.99102,9.99157,0
6.95,1,1.00186,1.00182,9.99178,9.99229,0
6.96,1,1.00177,1.00173,9.99251,9.993,0
6.97,1,1.00168,1.00165,9.99322,9.99368,0
6.98,1,1.0016,1.00156,9.9939,9.99433,0
6.99,1,1.00152,1.00148,9.99456,9.99496,0
7,1,1.00144,1.00141,9.99519,9.99556,0
7.01,1,1.00136,1.00134,9.9958,9.99615,0
7.02,1,1.00129,1.00127,9.99638,9.99671,0
7.03,1,1.00122,1.0012,9.99694,9.99725,0
7.04,1,1.00116,1.00113,9.99748,9.99777,0
7.05,1,1.00109,1.00107,9.99801,9.99827,0
7.06,1,1.00103,1.00101,9.99851,9.99875,0
7.07,1,1.00098,1.00096,9.99899,9.99922,0
7.08,1,1.00092,1.0009,9.99945,9.99966,0
7.09,1,1.00087,1.00085,9.9999,10.0001,0
7.1,1,1.00082,1.0008,10.0003,10.0005,0
7.11,1,1.00077,1.00076,10.0007,10.0009,0
7.12,1,1.00073,1.00071,10.0011,10.0013,0
7.13,1,1.00068,1.00067,10.0015,10.0016,0
7.14,1,1.00064,1.00063,10.0019,10.002,0
7.15,1,1.0006,1.00059,10.0022,10.0023,0
7.16,1,1.00056,1.00055,10.0026,10.0027,0
7.17,1,1.00053,1.00052,10.0029,10.003,0
7.18,1,1.00049,1.00049,10.0032,10.0033,0
7.19,1,1.00046,1.00045,10.0035,10.0036,0
7.2,1,1.00043,1.00042,10.0038,10.0038,0
7.21,1,1.0004,1.00039,10.004,10.0041,0
7.22,1,1.00037,1.00037,10.0043,10.0043,0
7.23,1,1.00034,1.00034,10.0046,10.0046,0
7.24,1,1.00032,1.00031,10.0048,10.0048,0
7.25,1,1.00029,1.00029,10.005,10.005,0
7.26,1,1.00027,1.00027,10.0052,10.0053,0
7.27,1,1.00025,1.00025,10.0055,10.0055,0
7.28,1,1.00023,1.00023,10.0057,10.0057,0
7.29,1,1.00021,1.00021,10.0058,10.0059,0
7.3,1,1.00019,1.00019,10.006,10.006,0
7.31,1,1.00017,1.00017,10.0062,10.0062,0
7.32,1,1.00016,1.00016,10.0064,10.0064,0
7.33,1,1.00014,1.00014,10.0065,10.0065,0
7.34,1,1.00013,1.00012,10.0067,10.0067,0
7.35,1,1.00011,1.00011,10.0069,10.0068,0
7.36,1,1.0001,1.0001,10.007,10.007,0
7.37,1,1.00009,1.00009,10.0071,10.0071,0
7.38,1,1.00007,1.00007,10.0073,10.0072,0
7.39,1,1.00006,1.00006,10.0074,10.0074,0
7.4,1,1.00005,1.00005,10.0075,10.0075,0
7.41,1,1.00004,1.00004,10.0076,10.0076,0
7.42,1,1.00003,1.00003,10.0077,10.0077,0
7.43,1,1.00002,1.00002,10.0078,10.0078,0
7.44,1,1.00002,1.00002,10.0079,10.0079,0
7.45,1,1.00001,1.00001,10.008,10.008,0
7.46,1,1,1,10.0081,10.0081,0
7.47,1,0.999994,0.999994,10.0082,10.0082,0
7.48,1,0.999988,0.999987,10.0083,10.0083,0
7.49,1,0.999982,0.999981,10.0084,10.0083,0
7.5,1,0.999976,0.999976,10.0085,10.0084,0
7.51,1,0.999971,0.999971,10.0085,10.0085,0
7.52,1,0.999966,0.999966,10.0086,10.0086,0
7.53,1,0.999962,0.999961,10.0087,10.0086,0
7.54,1,0.999957,0.999957,10.0087,10.0087,0
7.55,1,0.999954,0.999953,10.0088,10.0088,0
7.56,1,0.99995,0.99995,10.0089,10.0088,0
7.57,1,0.999947,0.999946,10.0089,10.0089,0
7.58,1,0.999944,0.999943,10.009,10.0089,0
7.59,1,0.999941,0.99994,10.009,10.009,0
7.6,1,0.999938,0.999938,10.0091,10.009,0
7.61,1,0.999936,0.999935,10.0091,10.0091,0
7.62,1,0.999934,0.999933,10.0092,10.0091,0
7.63,1,0.999932,0.999931,10.0092,10.0092,0
7.64,1,0.99993,0.99993,10.0092,10.0092,0
7.65,1,0.999929,0.999928,10.0093,10.0092,0
7.66,1,0.999927,0.999927,10.0093,10.0093,0
7.67,1,0.999926,0.999925,10.0093,10.0093,0
7.68,1,0.999925,0.999924,10.0094,10.0093,0
7.69,1,0.999924,0.999923,10.0094,10.0094,0
7.7,1,0.999923,0.999922,10.0094,10.0094,0
7.71,1,0.999923,0.999922,10.0095,10.0094,0
7.72,1,0.999922,0.999921,10.0095,10.0095,0
7.73,1,0.999922,0.999921,10.0095,10.0095,0
7.74,1,0.999921,0.99992,10.0095,10.0095,0
7.75,1,0.999921,0.99992,10.0096,10.0095,0
7.76,1,0.999921,0.99992,10.0096,10.0096,0
7.77,1,0.999921,0.99992,10.0096,10.0096,0
7.78,1,0.999921,0.99992,10.0096,10.0096,0
7.79,1,0.999921,0.99992,10.0097,10.0096,0
7.8,1,0.999921,0.99992,10.0097,10.0097,0
7.81,1,0.999922,0.99992,10.0097,10.0097,0
7.82,1,0.999922,0.99992,10.0097,10.0097,0
7.83,1,0.999922,0.999921,10.0097,10.0097,0
7.84,1,0.999923,0.999921,10.0097,10.0097,0
7.85,1,0.999923,0.999922,10.0098,10.0097,0
7.86,1,0.999924,0.999922,10.0098,10.0098,0
7.87,1,0.999924,0.999923,10.0098,10.0098,0
7.88,1,0.999925,0.999923,10.0098,10.0098,0
7.89,1,0.999925,0.999924,10.0098,10.0098,0
7.9,1,0.999926,0.999924,10.0098,10.0098,0
7.91,1,0.999927,0.999925,10.0098,10.0098,0
7.92,1,0.999927,0.999926,10.0098,10.0098,0
7.93,1,0.999928,0.999927,10.0099,10.0098,0
7.94,1,0.999929,0.999927,10.0099,10.0098,0
7.95,1,0.99993,0.999928,10.0099,10.0099,0
7.96,1,0.99993,0.999929,10.0099,10.0099,0
7.97,1,0.999931,0.99993,10.0099,10.0099,0
7.98,1,0.999932,0.999931,10.0099,10.0099,0
7.99,1,0.999933,0.999931,10.0099,10.0099,0
8,1,0.999934,0.999932,10.0099,10.0099,0
8.01,1,0.999935,0.999933,10.0099,10.0099,0
8.02,1,0.999936,0.999934,10.0099,10.0099,0
8.03,1,0.999936,0.999935,10.0099,10.0099,0
8.04,1,0.999937,0.999936,10.0099,10.0099,0
8.05,1,0.999938,0.999937,10.0099,10.0099,0
8.06,1,0.999939,0.999938,10.0099,10.0099,0
8.07,1,0.99994,0.999939,10.0099,10.0099,0
8.08,1,0.999941,0.999939,10.01,10.0099,0
8.09,1,0.999942,0.99994,10.01,10.0099,0
8.1,1,0.999943,0.999941,10.01,10.01,0
8.11,1,0.999944,0.999942,10.01,10.01,0
8.12,1,0.999945,0.999943,10.01,10.01,0
8.13,1,0.999945,0.999944,10.01,10.01,0
8.14,1,0.999946,0.999945,10.01,10.01,0
8.15,1,0.999947,0.999946,10.01,10.01,0
8.16,1,0.999948,0.999947,10.01,10.01,0
8.17,1,0.999949,0.999948,10.01,10.01,0
8.18,1,0.99995,0.999948,10.01,10.01,0
8.19,1,0.999951,0.999949,10.01,10.01,0
8.2,1,0.999952,0.99995,10.01,10.01,0
8.21,1,0.999952,0.999951,10.01,10.01,0
8.22,1,0.999953,0.999952,10.01,10.01,0
8.23,1,0.999954,0.999953,10.01,10.01,0
8.24,1,0.999955,0.999954,10.01,10.01,0
8.25,1,0.999956,0.999954,10.01,10.01,0
8.26,1,0.999956,0.999955,10.01,10.01,0
8.27,1,0.999957,0.999956,10.01,10.01,0
8.28,1,0.999958,0.999957,10.01,10.01,0
8.29,1,0.999959,0.999958,10.01,10.01,0
8.3,1,0.99996,0.999958,10.01,10.01,0
8.31,1,0.99996,0.999959,10.01,10.01,0
8.32,1,0.999961,0.99996,10.01,10.01,0
8.33,1,0.999962,0.999961,10.01,10.01,0
8.34,1,0.999963,0.999961,10.01,10.01,0
8.35,1,0.999963,0.999962,10.01,10.01,0
8.36,1,0.999964,0.999963,10.01,10.01,0
8.37,1,0.999965,0.999964,10.01,10.01,0
8.38,1,0.999965,0.999964,10.01,10.01,0
8.39,1,0.999966,0.999965,10.01,10.01,0
8.4,1,0.999967,0.999966,10.01,10.01,0
8.41,1,0.999967,0.999966,10.01,10.01,0
8.42,1,0.999968,0.999967,10.01,10.01,0
8.43,1,0.999969,0.999968,10.01,10.01,0
8.44,1,0.999969,0.999968,10.01,10.01,0
8.45,1,0.99997,0.999969,10.01,10.01,0
8.46,1,0.99997,0.99997,10.01,10.01,0
8.47,1,0.999971,0.99997,10.01,10.01,0
8.48,1,0.999972,0.999971,10.01,10.01,0
8.49,1,0.999972,0.999971,10.01,10.01,0
8.5,1,0.999973,0.999972,10.01,10.01,0
8.51,1,0.999973,0.999972,10.01,10.01,0
8.52,1,0.999974,0.999973,10.01,10.01,0
8.53,1,0.999974,0.999974,10.01,10.01,0
8.54,1,0.999975,0.999974,10.01,10.01,0
8.55,1,0.999975,0.999975,10.01,10.01,0
8.56,1,0.999976,0.999975,10.01,10.01,0
8.57,1,0.999976,0.999976,10.01,10.01,0
8.58,1,0.999977,0.999976,10.01,10.01,0
8.59,1,0.999977,0.999977,10.01,10.01,0
8.6,1,0.999978,0.999977,10.01,10.01,0
8.61,1,0.999978,0.999978,10.01,10.01,0
8.62,1,0.999979,0.999978,10.01,10.01,0
8.63,1,0.999979,0.999979,10.01,10.01,0
8.64,1,0.99998,0.999979,10.01,10.01,0
8.65,1,0.99998,0.999979,10.01,10.01,0
8.66,1,0.999981,0.99998,10.01,10.01,0
8.67,1,0.999981,0.99998,10.01,10.01,0
8.68,1,0.999981,0.999981,10.01,10.01,0
8.69,1,0.999982,0.999981,10.01,10.01,0
8.7,1,0.999982,0.999982,10.01,10.01,0
8.71,1,0.999983,0.999982,10.01,10.01,0
8.72,1,0.999983,0.999982,10.01,10.01,0
8.73,1,0.999983,0.999983,10.01,10.01,0
8.74,1,0.999984,0.999983,10.01,10.01,0
8.75,1,0.999984,0.999983,10.01,10.01,0
8.76,1,0.999984,0.999984,10.01,10.01,0
8.77,1,0.999985,0.999984,10.01,10.01,0
8.78,1,0.999985,0.999985,10.01,10.01,0
8.79,1,0.999985,0.999985,10.01,10.01,0
8.8,1,0.999986,0.999985,10.01,10.01,0
8.81,1,0.999986,0.999986,10.01,10.01,0
8.82,1,0.999986,0.999986,10.01,10.01,0
8.83,1,0.999987,0.999986,10.01,10.01,0
8.84,1,0.999987,0.999986,10.01,10.01,0
8.85,1,0.999987,0.999987,10.01,10.01,0
8.86,1,0.999987,0.999987,10.01,10.01,0
8.87,1,0.999988,0.999987,10.01,10.01,0
8.88,1,0.999988,0.999988,10.01,10.01,0
8.89,1,0.999988,0.999988,10.01,10.01,0
8.9,1,0.999988,0.999988,10.01,10.01,0
8.91,1,0.999989,0.999988,10.01,10.01,0
8.92,1,0.999989,0.999989,10.01,10.01,0
8.93,1,0.999989,0.999989,10.01,10.01,0
8.94,1,0.999989,0.999989,10.01,10.01,0
8.95,1,0.99999,0.999989,10.01,10.01,0
8.96,1,0.99999,0.99999,10.01,10.01,0
8.97,1,0.99999,0.99999,10.01,10.01,0
8.98,1,0.99999,0.99999,10.01,10.01,0
8.99,1,0.999991,0.99999,10.01,10.01,0
9,1,0.999991,0.999991,10.01,10.01,0
9.01,1,0.999991,0.999991,10.01,10.01,0
9.02,1,0.999991,0.999991,10.01,10.01,0
9.03,1,0.999991,0.999991,10.01,10.01,0
9.04,1,0.999992,0.999991,10.01,10.01,0
9.05,1,0.999992,0.999992,10.01,10.01,0
9.06,1,0.999992,0.999992,10.01,10.01,0
9.07,1,0.999992,0.999992,10.01,10.01,0
9.08,1,0.999992,0.999992,10.01,10.01,0
9.09,1,0.999992,0.999992,10.01,10.01,0
9.1,1,0.999993,0.999992,10.01,10.01,0
9.11,1,0.999993,0.999993,10.01,10.01,0
9.12,1,0.999993,0.999993,10.01,10.01,0
9.13,1,0.999993,0.999993,10.01,10.01,0
9.14,1,0.999993,0.999993,10.01,10.01,0
9.15,1,0.999993,0.999993,10.01,10.01,0
9.16,1,0.999994,0.999993,10.01,10.01,0
9.17,1,0.999994,0.999994,10.01,10.01,0
9.18,1,0.999994,0.999994,10.01,10.01,0
9.19,1,0.999994,0.999994,10.01,10.01,0
9.2,1,0.999994,0.999994,10.01,10.01,0
9.21,1,0.999994,0.999994,10.01,10.01,0
9.22,1,0.999994,0.999994,10.01,10.01,0
9.23,1,0.999994,0.999994,10.01,10.01,0
9.24,1,0.999995,0.999995,10.01,10.01,0
9.25,1,0.999995,0.999995,10.01,10.01,0
9.26,1,0.999995,0.999995,10.01,10.01,0
9.27,1,0.999995,0.999995,10.01,10.01,0
9.28,1,0.999995,0.999995,10.01,10.01,0
9.29,1,0.999995,0.999995,10.01,10.01,0
9.3,1,0.999995,0.999995,10.01,10.01,0
9.31,1,0.999995,0.999995,10.01,10.01,0
9.32,1,0.999996,0.999995,10.01,10.01,0
9.33,1,0.999996,0.999996,10.01,10.01,0
9.34,1,0.999996,0.999996,10.01,10.01,0
9.35,1,0.999996,0.999996,10.01,10.01,0
9.36,1,0.999996,0.999996,10.01,10.01,0
9.37,1,0.999996,0.999996,10.01,10.01,0
9.38,1,0.999996,0.999996,10.01,10.01,0
9.39,1,0.999996,0.999996,10.01,10.01,0
9.4,1,0.999996,0.999996,10.01,10.01,0
9.41,1,0.999996,0.999996,10.01,10.01,0
9.42,1,0.999996,0.999996,10.01,10.01,0
9.43,1,0.999997,0.999996,10.01,10.01,0
9.44,1,0.999997,0.999997,10.01,10.01,0
9.45,1,0.999997,0.999997,10.01,10.01,0
9.46,1,0.999997,0.999997,10.01,10.01,0
9.47,1,0.999997,0.999997,10.01,10.01,0
9.48,1,0.999997,0.999997,10.01,10.01,0
9.49,1,0.999997,0.999997,10.01,10.01,0
9.5,1,0.999997,0.999997,10.01,10.01,0
9.51,1,0.999997,0.999997,10.01,10.01,0
9.52,1,0.999997,0.999997,10.01,10.01,0
9.53,1,0.999997,0.999997,10.01,10.01,0
9.54,1,0.999997,0.999997,10.01,10.01,0
9.55,1,0.999997,0.999997,10.01,10.01,0
9.56,1,0.999997,0.999997,10.01,10.01,0
9.57,1,0.999997,0.999997,10.01,10.01,0
9.58,1,0.999998,0.999998,10.01,10.01,0
9.59,1,0.999998,0.999998,10.01,10.01,0
9.6,1,0.999998,0.999998,10.01,10.01,0
9.61,1,0.999998,0.999998,10.01,10.01,0
9.62,1,0.999998,0.999998,10.01,10.01,0
9.63,1,0.999998,0.999998,10.01,10.01,0
9.64,1,0.999998,0.999998,10.01,10.01,0
9.65,1,0.999998,0.999998,10.01,10.01,0
9.66,1,0.999998,0.999998,10.01,10.01,0
9.67,1,0.999998,0.999998,10.01,10.01,0
9.68,1,0.999998,0.999998,10.01,10.01,0
9.69,1,0.999998,0.999998,10.01,10.01,0
9.7,1,0.999998,0.999998,10.01,10.01,0
9.71,1,0.999998,0.999998,10.01,10.01,0
9.72,1,0.999998,0.999998,10.01,10.01,0
9.73,1,0.999998,0.999998,10.01,10.01,0
9.74,1,0.999998,0.999998,10.01,10.01,0
9.75,1,0.999998,0.999998,10.01,10.01,0
9.76,1,0.999998,0.999998,10.01,10.01,0
9.77,1,0.999998,0.999998,10.01,10.01,0
9.78,1,0.999998,0.999998,10.01,10.01,0
9.79,1,0.999998,0.999998,10.01,10.01,0
9.8,1,0.999999,0.999999,10.01,10.01,0
9.81,1,0.999999,0.999999,10.01,10.01,0
9.82,1,0.999999,0.999999,10.01,10.01,0
9.83,1,0.999999,0.999999,10.01,10.01,0
9.84,1,0.999999,0.999999,10.01,10.01,0
9.85,1,0.999999,0.999999,10.01,10.01,0
9.86,1,0.999999,0.999999,10.01,10.01,0
9.87,1,0.999999,0.999999,10.01,10.01,0
9.88,1,0.999999,0.999999,10.01,10.01,0
9.89,1,0.999999,0.999999,10.01,10.01,0
9.9,1,0.999999,0.999999,10.01,10.01,0
9.91,1,0.999999,0.999999,10.01,10.01,0
9.92,1,0.999999,0.999999,10.01,10.01,0
9.93,1,0.999999,0.999999,10.01,10.01,0
9.94,1,0.999999,0.999999,10.01,10.01,0
9.95,1,0.999999,0.999999,10.01,10.01,0
